Directorio	Secuencia_p	Orden	Hogar	Regis	Area	P6440	P6450	P6460	P6460s1	P6400	P6422	P6424s2	P6424s3	P6424s1	P6426	P6430s1	P6480	P6480s1	P6500	P6510	P6510s1	P6510s2	P6590	P6590s1	P6600	P6600s1	P6610	P6610s1	P6620	P6620s1	P6585s2a1	P6585s3a1	P6585s4a1	P6585s3a2	P6585s2a2	P6585s1a2	P6585s2	P6585s3	P6585s1a1	P6585s4	P6585s1	P6580	P6580s1	P6580s2	P6630s3	P6630s4a1	P6630s3a1	P6630s2a1	P6630s1a1	P6630s4	P6630s2	P6630s1	P6640	P6765	P6765s1	P6772	P6750	P6760	P550	P6780	P6780s1	P6790	P6410	P6640s1	P9440	P6630s6	P6630s6a1	P6410s1	P6545s1	P6545	P6545s2	P6585s4a2	P6773s1	P6775	P6772s1	P388	P6800	P6810	P6810s1	P6850	P6830	P6830s1	P6870	P6880	P6880s1	P6920	P6930	P6940	P6960	P6980	P6980s1	P6980s2	P6980s3	P6980s4	P6980s5	P6980s6	P6980s7	P6980s8	P6980s7a1	P6990	P7020	P7026	P7028	P7028s1	P7040	P7045	P7050	P7050s1	P7070	P760	P9450	P6915s1	P6915	P7075	P7077	P390	P7090	P7100	P7110	P7120	P7130	P7140	P7140s1	P7140s2	P7140s3	P7140s4	P7140s5	P7140s6	P7140s7	P7140s8	P7140s9	P7140s9a1	P7150	P7160	P7170s1	P7170s5	P7170s6	P7180	P7240	P7240s1	P514	P515	Oficio	Rama2d	Oci	P6430	Rama4d	Rama4dp8	Rama2dp8	Inglabo	Mes	Dpto	Fex_c_2011
3915188	1	2	1	60	66	2									12																																							1			2000000	1		3		12												3		66	40		.	40			1	5		1	1	2	10	1	1									1	1	6	1		2					0	2		1				2				2														1	1	1	2	3		1	1	11	74	1	4	7412			2000000	01	66	410.514172905434
3915189	1	1	1	60	66	1	2	1		1	1	1	1	1	192		5		3000000	2			2		2		2		2								2	2		2	2	2			2			1500000	1500000	2	1	1	2		.						.	12			2	2				2						66	45		.	45			9	7		1	2	1	37	1	1									1	1	180	2		2					0	1		1				2				2														1	1	1	2	5		1	1	12	75	1	2	7523			3000000	01	66	290.837150762745
3915190	1	1	1	60	66	2									132																																								.						.	12														66	54		.	54			2	7		3														2	1	372	1		2					0	2		1				2				2														1	1	1	2	10	DE LA PENSION	1	1	45	52	1	6	5219				01	66	212.338264015354
3915190	1	2	1	60	66	2									324																																							7		1	400000	1		3		12											2015	2	1	66	63		.	63			2	7		2				1								1		2	1	24	1		2					0	2		3				2				2														1	1	1	2	5		1	1	41	52	1	4	5211			400000	01	66	212.338264015354
3915191	1	1	1	60	66	1	2	1		1	1	1	1	1	300		5		2700000	2			2		2		2		2								2	2		2	2	2			2			2700000	1200000	2	1	1	2		.						.	12			2	2				2						66	84		.	84			9	6		1	3	1	25	1	1									1	1	48	1		2					0	1		1				2				2														1	1	1	2	5		1	1	58	75	1	2	7524			2700000	01	66	252.539940837668
3915191	1	2	1	60	66	1	2	1		1	1	1	1	1	126		5		1500000	2			2		2		2		2								2	2		2	2	2			2			1500000	300000	2	1	1	2		.						.	12			2	2			750000	1	2					66	40		.	40			9	6		1	3	1	13	1	1									1	1	11	1		2					0	1		1				2				2														1	1	1	1	3		1	1	13	80	1	2	8043			1500000	01	66	252.539940837668
3915194	1	1	1	60	66	1	2	1		1	1	1	1	1	72		2		1600000	1	100000	2	2		2		2		2		74000				2		1	2		2	2	2			2			800000	800000	2	1	1	1									12		17	2	2				2						66	48		.	65			9	6		1	1	1	12	1	1									1	1	60	1		2					0	1		1				2				2														1	1	1	2	1		1	1	96	41	1	1	4100			1600000	01	66	320.040942956503
3915196	1	1	1	60	66	2									6																																							6			500000	1		3		6												3		66	10	1		10			1	1		2				1								1		2	2				2						2		3				1	20	1	1	2														1	1	2	2	3		1	1	53	55	1	4	5529			500000	01	66	389.83164770099
3915197	1	1	1	60	66	1	2	2	3	1	1	2	2	2	108																																							1			4680000	1		3		12												3		66	20	2		20			9	7		3														1	1	144	4		2					0	2		1				1	20	1	1	2														1	1	2	2	10	PENSION	2	1	12	74	1	4	7499			4680000	01	66	241.348226085779
3915197	1	2	1	60	66	1	2	2	8	1	1	2	2	2	96																																							1			4500000	1		3		12												3		66	40		.	40			4	5		2				1							1		ESTA TRAMITANDO	1	1	36	1		2					3	2		1				2				2														1	1	1	2	3		1	1	11	85	1	4	8512			4500000	01	66	241.348226085779
3915198	1	3	1	60	66	1	2	1		1	1	1	1	1	1		1		1270000	2			2		2		2		2		74000	24500		2	2		1	1		2	2	2			2			700000	700000	2	1	1	2		.						.	12			2	2				2						66	40		.	40			6	7		1	1	1	10	1	1									1	1	10	1		2					2	1		1				1	20	1	1	2														1	1	1	2	3		1	1	13	80	1	2	8043			1270000	01	66	176.836873304182
3915198	1	5	1	60	66	1	2	2	12	1	1	1	1	1	72		2		900000	2			2		2		2		2		74000				2		1	2		2	2	2			2			450000	450000	2	1	1	2		.						.	12			2	2				2						66	40		.	40			9	7		1	1	1	10	1	1									1	1	8	1		2					6	1		1				2				2														1	1	1	2	3		1	1	33	91	1	1	9111			900000	01	66	176.836873304182
3915198	1	6	1	60	66	1	2	1		1	1	1	1	1	18		1		644350	2			2		2		2		2		74000	49000		2	2		1	1		2	2	1	100000	2	2			350000	350000	2	1	1	2		.						.	12			2	2				2						66	48		.	48			9	5		1	1	1	15	1	1									1	1	120	1		2					0	1		1				2				2														1	1	1	2	3		1	1	45	51	1	1	5127			644350	01	66	176.836873304182
3915199	1	3	1	60	66	1	2	1		1	1	1	1	1	24		1		800000	2			2		2		2		2		74000	49000		2	2		1	1		2	2	2			2			400000	400000	2	1	1	2		.						.	12			2	2				2						66	48		.	48			9	7		1	1	1	8	1	1									1	1	36	1		2					12	1		1				2				2														1	1	1	2	8		1	1	39	51	1	1	5141			800000	01	66	259.095276909788
3915201	1	1	1	60	66	1	2	1		1	1	1	1	1	48		1		900000	2			2		2		2		2		74000				1		1	2		2	2	2			2			450000	450000	2	1	1	2		.						.	12			2	2				2						66	60		.	60			5	4		1	1	1	18	1	1									1	1	38	1		2					0	1		1				2				2														1	1	1	2	8		1	1	39	52	1	1	5211			900000	01	66	259.289107033119
3915201	1	2	1	60	66	2									180																																							6			200000	1		3		12												3		66	40		.	40			1	1		2				1								1		2	2				2						2		3				2				2														1	1	1	2	3		1	1	53	55	1	4	5529			200000	01	66	259.289107033119
3915201	1	3	1	60	66	1	2	2	12	1	1	1	1	1	84		1		800000	1	50000	1	2		2		2		2		74000				1		1	2		2	2	1	100000	1	2			400000	400000	2	1	1	2		.						.	12			2	2				2						66	48		.	48			9	7		1	1	1	7	1	1									1	1	60	1		2					12	1		1				2				2														1	1	1	2	8		1	1	90	25	1	1	2529			800000	01	66	259.289107033119
3915201	1	5	1	60	66	1	1			1	2	2	2	2	3		1		800000	2			2		2		2		2								2	2		2	2	2			2	450000				1	2	2	2		.						.	12			2	2				2						66	100		.	100			1	4		2				1								1		2	1	7	1		2					0	2		2				2				2														1	1	1	2	8		1	1	98	60	1	1	6042			800000	01	66	259.289107033119
3915202	1	3	1	60	66	1	2	1		1	1	1	1	1	24		1		644350	2			2		2		2		2		74000				2		1	2		2	2	1	300000	2	2			330000	330000	2	1	1	2		.						.	12			2	2				2						66	36	2		36			9	7		1	2	1	2	1	1									1	1	18	1		2					4	1		1				2				2														1	1	1	1	8		1	1	33	18	1	1	1810			644350	01	66	183.647503519591
3915205	1	1	1	60	66	1	1			1	1	1	2	1	12		1		800000	2			2		2		2		2								2	2		2	2	2			2			330000	330000	2	1	1	2		.						.	12			2	2				2						76	48		.	48			2	4		1	2	2	5	1	1									2	1	36	4		2					8	2		1				2				2														1	1	1	2	5		1	1	97	52	1	1	5231			800000	01	66	484.445139645058
3915206	1	1	1	60	66	2									180																																							6			600000	1		3		12												3		66	48		.	48			1	6		2				1								1		2	2				2						2		2				2				1	1	2	1	2	2	2	2	2	2	2		2	1	2	2	1	2	8		1	1	45	52	1	4	5262			600000	01	66	222.376337655241
3915206	1	2	1	60	66	2									60																																							6			500000	1		3		12												3		66	60		.	60			1	6		2				1								1		2	2				2						2		2				2				2														1	1	1	2	8		1	1	45	52	1	4	5262			500000	01	66	222.376337655241
3915207	1	2	1	60	66	2									120																																							6			0	1		3		12												3		66	40		.	40			1	6		2				1								1		2	1	36	1		2					2	2		3				2				2														1	1	1	2	2		1	1	16	74	1	4	7494			0	01	66	345.999791669733
3915208	1	1	1	60	66	1	2	1		1	1	1	1	1	72		1		1000000	1	20000	1	2		2		2		1	85000	74000				2		1	2		2	2	2			2			500000	500000	2	1	1	2		.						.	12			2	2				2						66	48		.	48			7	7		1	1	1	14	1	1									1	1	48	1		2					3	1		1				2				2														1	1	1	2	1		1	1	58	60	1	1	6022			1000000	01	66	281.549902908094
3915209	1	1	1	60	66	1	2	2	12	1	1	1	1	1	24		2		800000	2			2		2		2		2		74000	24700		2	2		1	1		2	2	2			2	80000		400000	400000	1	1	1	2		.						.	12			2	2				2						66	48		.	48			9	5		1	2	1	4	1	1									1	1	36	1		2					12	1		1				2				2														1	1	1	2	8		1	1	45	15	1	1	1589			800000	01	66	231.857415633224
3915210	1	1	1	60	66	2									144																																							6			300000	1		3		12												3		66	54		.	54			1	6		2				1								1		2	1	120	4		2					0	2		2				2				2														1	1	1	2	8		1	1	45	55	1	4	5529			300000	01	66	320.040942956503
3915212	1	1	1	60	66	2									60																																							6			600000	1		3		12												3		66	40		.	40			1	2		2				1								1		2	1	24	1		1	5	4		30000	0	2		2	1	1	66	2				1	1	2	2	2	2	2	2	1	2	2		2	2	2	1	1	2	8		1	1	57	93	1	4	9302			630000	01	66	325.31726646529
3915213	1	1	1	60	66	2									240																																							6			600000	1		3		12												3		66	72		.	72			1	6		2				1								1		2	1	6	8		2					0	2		2				2				2														1	1	1	2	3		1	1	53	55	1	4	5529			600000	01	66	241.348226085779
3915214	1	1	1	60	66	1	1			1	1	2	2	2	48		1		410000	2			1	30000	2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						66	50		.	50			1	2		2				1								1		2	1	36	3		2					0	2		2				2				2														1	1	1	2	5		1	1	54	95	1	3	9500			440000	01	66	425.271574392205
3915214	1	2	1	60	66	1	1			1	1	1	1	1	6		2		644350	2			2		2		2		2		74000	24000		2	2		1	1		2	2	2			2			300000		2	1	2	2		.						.	6			1	2				2						66	48		.	52			9	7		1	1	1	0	1	1									1	2				2						1		1				2				1	1	1	1	2	2	2	2	2	2	2		1	2	2	1	1	2	5		1	1	32	45	1	1	4530			644350	01	66	425.271574392205
3915217	1	1	1	60	66	2									480																																							7		1	500000	1		3		12											2015	2	1	66	48		.	48			2	1		2				1								1		2	1	24	1		2					0	2		1				2				2														1	1	1	2	2		1	1	21	74	1	4	7494			500000	01	66	241.348226085779
3915217	1	2	1	60	66	2									480																																								.						.	12														66	10	2		10			2	1		2				1								1		2	2				2						2		3				2				2														1	1	1	2	3		1	1	16	74	1	6	7494				01	66	241.348226085779
3915301	1	1	1	60	17	1	1			1	1	2	2	1	16		1		644350	2			1	60000	2		2		1	200000							2	2		2	2	2			2				1000000	2	2	1	2		.						.	12			2	2				2						17	85		.	85			2	7		2				1								1		2	1	7	1		2					24	2		3				2				1	1	1	1	1	2	2	2	1	2	2		2	1	2	2	2	2	3		1	1	39	55	1	1	5511			704350	01	17	237.061608548254
3915301	1	2	1	60	17	1	2	2	4	2	1	2	1	2	7		1		644350	1	75400	2	2		2		1	192000	2		73944				2		1	2		2	2	2			2				150000	2	2	1	1									12	1	15	2	2				2						17	48		.	60			9	7		1	1	1	0	1	1									1	1	24	1		2					0	1		1				2				2														1	1	1	2	3		1	1	97	26	1	1	2693	7491	74	644350	01	17	237.061608548254
3915304	1	1	1	60	17	2									12																																							7		1	2500000	1		3		12											2015	1	1	17	25	2		25			3	7		2				1			1							2	1	120	5		2					98	2		6				2				2														1	1	1	2	2		1	1	51	55	1	5	5530			2500000	01	17	196.832960547116
3915305	1	1	1	60	17	1	1			1	1	2	1	1	4		1		240000	2			1	120000	2		2		2		38400				2		1	2		2	2	2			2				100000	2	2	1	2		.						.	4			2	2				2						17	25	1		25			1	2		2				1								1		2	1	24	1		1	22	1		320000	24	2		2	3	7	17	1	12	1	1	2														1	1	1	2	8		1	1	54	95	1	3	9500			680000	01	17	155.427701203981
3915306	1	1	1	60	17	2									60																																							6			500000	1		3		12												2		17	50		.	20	6		1	2		2				1								1		2	1	6	1		2					0	2		2				2				2														1	1	1	2	5		1	1	95	45	1	4	4521			500000	01	17	144.363040171709
3915307	1	1	1	60	17	2									144																																							7		1	2500000	1		3		12											2015	2	1	17	70		.	70			3	7		2				1								1		2	1	36	2		2					0	2		3				2				2														1	1	1	2	5		1	1	41	52	1	5	5223			2500000	01	17	134.688364613644
3915307	1	2	1	60	17	2									120																																								.						.	12														17	48		.	48			3	7		1	2	2	24	1	1									2	1	168	5		2					0	2		1				2				2														1	1	1	2	3		1	1	45	52	1	6	5223				01	17	134.688364613644
3915308	1	1	1	60	17	2									120																																							6			900000	1		3		12												2		17	60		.	60			1	4		1	2	2	10	1								1		2	1	30	1		2					0	2		1				2				2														1	1	1	2	5		1	1	98	60	1	4	6041			900000	01	17	185.06223070805
3915309	1	1	1	60	17	1	2	1		1	1	2	2	2	1		1		680000	2			2		2		2		2								2	2		9	2	2			2					2	2	2	2		.						.	8			2	2				2						17	48		.	48			5	9		1	1	1	17	1	1									1	1	1	1		2					1	2		1				2				1	1	1	1	2	2	2	2	2	2	2		2	1	2	2	1	2	3		2	1	95	45	1	1	4530			680000	01	17	216.255949596019
3915310	1	1	1	60	17	2									276																																							7		1	10000000	1		3		12											2015	1	1	17	30	2		30			3	7		2				1								1		2	2				2						2		1				2				2														1	1	1	2	2		2	1	41	52	1	5	5239			10000000	01	17	142.792917674491
3915310	1	3	1	60	17	1	2	1		1	1	2	2	2	6		1		1000000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	6			2	2				2						17	20	2		20			2	7		2				1								1		2	2				2						2		3				2				2														1	1	1	2	3		1	1	34	52	1	1	5239			1000000	01	17	142.792917674491
3915313	1	1	1	60	17	1	2	2	7	1	2	2	2	2	24																																							1			3500000	1		3		12												2		17	25	2		25			9	7		1	1	2	10	1	1									1	1	240	2		2					48	2		1				2				2														2	2	2	2	5		2	1	06	85	1	4	8511			3500000	01	17	196.832960547116
3915314	1	2	1	60	17	1	1			1	1	2	2	2	1		1		476000	1	25000	2	1	130000	2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	1			2	2				2						52	49		.	35	6		5	7		2				1								1		2	1	1	1		2					11	2		3				2				2														1	1	1	2	3		1	1	53	55	1	1	5521			606000	01	17	187.158284989052
3915315	1	1	1	60	17	1	2	1		1	1	2	1	1	36		1		2000000	2			2		2		2		2								2	2		2	2	2			2				2000000	2	2	1	2		.						.	12			2	2				2						17	48		.	48			7	7		1	1	1	20	1	1									1	1	12	1		2					0	1		1				2				2														1	1	1	2	5		1	1	34	45	1	1	4530			2000000	01	17	148.107122971363
3915317	1	1	1	60	17	1	2	1		1	1	1	1	1	132		5		1400000	2			2		2		2		2								2	2		2	2	2			1		700000	1700000	1400000	2	1	1	2		.						.	12			2	2				2						17	70		.	70			9	6		1	3	1	11	1	1									1	2				2						2		1				2				2														1	1	1	2	3		1	1	58	75	1	2	7524			1400000	01	17	203.545106631085
3915317	1	2	1	60	17	2									48																																							6			500000	1		3		12												2		17	36	2		36			1	2		2				1								1		2	1	36	1		2					24	2		2				2				2														1	1	1	2	3		1	1	41	52	1	4	5231			500000	01	17	203.545106631085
3915319	1	1	1	60	17	2									5																																							6			700000	1		3		11												2		17	56		.	48	6		1	5		2				1								1		2	1	12	1		2					1	2		3				2				1	1	1	2	1	1	2	1	1	1	2		1	1	1	2	2	2	3		2	1	03	50	1	4	5020			700000	01	17	221.004462027548
3915319	1	2	1	60	17	1	2	1		1	1	2	1	1	1		1		826000	2			2		2		2		2		73944	50000		2	1		1	1		2	2	1	100000	2	2				75000	2	2	1	2		.						.	8			2	2				2						17	48		.	48			5	7		1	1	1	10	1	1									1	1	16	1		2					4	1		1				2				2														1	1	1	2	3		1	1	33	28	1	1	2811			826000	01	17	221.004462027548
3915320	1	1	1	60	17	1	2	1		1	1	2	1	1	66		1		1400000	2			2		2		2		2		73944				1		1	2		2	2	2			2	1100000			1400000	1	2	1	2		.						.	12			2	2				2						17	48		.	48			9	7		1	1	1	7	1	1									1	1	42	1		2					6	1		1				2				1	1	1	1	2	2	2	1	2	2	2		2	1	2	1	1	2	3		1	1	19	74	1	1	7499			1400000	01	17	196.832960547116
3915321	1	1	1	60	17	1	1			1	1	2	1	2	168		1		1200000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						17	48		.	48			3	2		2				1							1		TIENE PENSION POR SUSTITUCION	2	1	144	4		2					0	2		1				2				2														1	2	1	2	10	LA PENSION POR SUSTITUCION	1	1	95	45	1	1	4521			1200000	01	17	152.467593232555
3915322	1	2	1	60	17	1	2	1		1	1	1	1	1	72		5		1500000	2			2		2		2		2		73944	25000		2	2		1	1		2	2	2			1		1200000	1500000	600000	2	1	1	2		.						.	12			2	2				2						17	30	3	ES LO ESTIPULADO EN EL CONTRATO	30			9	7		1	3	1	6	1	1									1	1	108	4		2					0	1		1				2				2														1	1	1	1	3		1	1	13	80	1	2	8043			1500000	01	17	135.472339441872
3915323	1	1	1	60	17	1	2	1		1	1	1	1	1	408		1		2500000	2			2		2		2		2								2	2		2	2	2			1		1250000	2500000	650000	2	1	1	2		.						.	12			2	2				2						17	44		.	44			9	7		1	2	1	34	1	1									1	1	12	1		2					12	1		1				2				2														1	1	1	1	8		1	1	21	75	1	2	7512			2500000	01	17	209.401645809944
3915323	1	2	1	60	17	1	2	1		1	1	1	1	1	60		5		1200000	1	150000	2	2		2		2		2		73944	25000		2	2	2	1	1	46000	2	1	2			1		600000	1200000	600000	2	1	1	1									12		14	1	2				2						17	48		.	62			9	7		1	2	1	22	1	1									1	1	48	1		2					0	1		1				2				2														1	1	1	2	8		1	1	59	85	1	2	8511			1200000	01	17	209.401645809944
3915323	1	3	1	60	17	1	2	1		2	1	2	1	1	2		4		1200000	1	20000	2	2		2		2		2		73944	25000		2	2		1	1		2	2	2			2					2	2	2	2		.						.	2	1		1	2				2						17	48		.	48			9	7		1	1	1	0	1	1									1	2				2						1		1				2				2														1	1	1	2	3		1	1	05	15	1	1	1530	7491	74	1200000	01	17	209.401645809944
3915323	1	5	1	60	17	1	2	2	3	1	1	2	1	1	2		1		700000	2			2		2		2		2		73944				2		1	2		2	2	2			2					2	2	2	2		.						.	3			2	2				2						17	48		.	48			9	7		1	2	1	0	1	1									1	1	1	1		2					3	1		1				2				2														1	1	1	2	3		2	1	59	85	1	1	8511			700000	01	17	209.401645809944
3915324	1	1	1	60	17	2									36																																							6			480000	1		3		12												2		17	54		.	50	6		1	2		2				1			1							2	1	24	1		2					60	2		1				2				2														1	2	1	2	3		1	1	55	74	1	4	7493			480000	01	17	159.032047804198
3915324	1	2	1	60	17	1	1			1	1	2	2	2	60																																							6			1000000	1		3		12												2		17	72		.	72			1	4		1	2	2	5	1	1									2	1	4	4		2					0	2		1				2				2														1	1	1	2	8		1	2	98	60	1	4	6031			1000000	01	17	159.032047804198
3915324	1	3	1	60	17	1	2	1		2	1	2	1	1	6		4		900000	2			2		2		2		2		73944				2		1	2		2	2	2			2				360000	2	2	1	2		.						.	12	1		1	2				2						17	48		.	48			9	7		1	1	1	6	1	1									1	1	12	1		2					0	1		1				2				2														1	1	1	2	8		1	1	33	85	1	1	8511	7491	74	900000	01	17	159.032047804198
3915326	1	2	1	60	17	1	2	1		1	1	2	2	2	36																																							5			400000	1		3		1												2		17	42		.	42			1	5		2				1								1		2	1	36	1		1	10	4		250000	0	2		2	1	7	17	2				2														1	2	2	2	8		1	1	45	52	1	4	5261			650000	01	17	160.252273070954
3915327	1	1	1	60	17	2									144																																							6			600000	1		3		12												2		17	35	2		35			1	2		1	4	2	3	1	1									2	1	36	1		2					2	2		2				2				2														1	1	1	2	5		1	1	55	74	1	4	7493			600000	01	17	164.782503539598
3915329	1	1	1	60	17	1	2	1		1	1	2	1	2	24		6		1400000	2			2		2		2		2				800000				2	2		1	2	2			2				1400000	2	2	1	2		.						.	12			2	2				2		2				17	48		.	48			9	7		1	1	1	2	1	1									1	1	5	1		2					1	1		1				2				2														1	1	1	2	3		1	1	33	65	1	1	6512			1400000	01	17	177.803482653435
3915330	1	3	1	60	17	2									24																																							6			200000	1		3		12												2		17	70		.	70			1	6		2				1								1		2	1	2	1		2					1	2		2				2				1	1	1	1	2	2	2	2	2	2	2		2	1	1	2	2	2	3		1	2	58	74	1	4	7492			200000	01	17	169.956972637033
3915330	1	4	1	60	17	1	1			1	2	2	2	2	1		1		400000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						17	55		.	55			2	8		2				1								1		2	1	2	8		2					0	2		2				2				2														1	1	2	2	5		2	2	62	01	1	8	0111			400000	01	17	169.956972637033
3915332	1	2	1	60	17	2									1																																								.						.	10														17	53		.	53			2	1		2				1								1		2	1	9	1		2					1	2		3				2				1	1	1	1	2	1	2	2	2	2	2		1	1	1	2	1	2	3		1	1	53	55	1	6	5529				01	17	179.837706756433
3915332	1	3	1	60	17	2									1																																							7		2	200000	1		3		12												2		17	36	2		36			2	1		2				1								1		2	1	6	1		2					0	2		2				2				2														1	1	1	2	3		2	1	45	55	1	4	5529			200000	01	17	179.837706756433
3915333	1	1	1	60	17	1	2	1		2	2	2	1	1	60		3		1056000	1	100000	2	2		2		2		2		74000	25000		2	2		1	1		2	2	2			2				1056000	2	2	1	1									12	1	8	2	2				2						17	48		.	56			9	7		1	1	1	8	1	1									1	1	21	1		2					0	1		1				2				1	1	2	1	2	2	2	2	1	1	2		2	1	1	1	1	2	1		1	1	03	28	1	1	2893	7491	74	1056000	01	17	216.255949596019
3915333	1	2	1	60	17	1	2	1		1	1	2	1	1	24		2		644350	2			2		2		2		2		74000	25000		2	2		1	1		2	2	2			2				644350	2	2	1	2		.						.	12			2	2				2						17	48		.	48			9	7		1	1	1	6	1	1									1	1	3	1		2					3	1		1				2				1	1	2	1	2	2	1	2	1	1	2		2	1	2	2	1	2	1		1	1	38	74	1	1	7499			644350	01	17	216.255949596019
3915335	1	1	1	60	17	1	2	1		1	1	2	1	1	3		2		1300000	1	275000	2	2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						17	72		.	72			9	9		1	1	1	30	1	1									1	1	9	1		2					0	1		1				2				2														1	1	1	2	1		1	1	19	45	1	1	4530			1300000	01	17	196.832960547116
3915336	1	1	1	60	17	1	2	1		1	1	2	1	1	24		2		644350	1	100000	2	2		2		2		2		74000	25000		2	2		1	1		2	2	2			2				644350	2	2	1	2		.						.	12			2	2				2						17	48		.	48			9	7		1	1	1	10	1	1									1	1	4	1		2					0	1		1				2				2														2	2	1	2	1		1	1	90	24	1	1	2413			644350	01	17	202.370916791758
3915336	1	2	1	60	17	1	2	1		1	1	2	1	1	3		1		644350	2			2		2		2		2		74000	25000		2	2		1	1		2	2	2			2				150000	2	2	1	2		.						.	9			2	2				2						17	42		.	42			9	7		1	2	1	9	1	1									1	1	6	1		2					2	1		1				2				1	1	1	1	2	2	2	2	1	1	2		2	1	2	1	1	2	1		2	1	38	74	1	1	7499			644350	01	17	202.370916791758
3915336	2	1	2	60	17	2									240																																							6			600000	1		3		12												2		17	50		.	50			1	6		2				1								1		2	1	24	1		2					0	2		2				2				2														1	2	1	2	5		1	1	86	92	1	4	9213			600000	01	17	202.370916791758
3915337	1	1	1	60	17	2									144																																							6			600000	1		3		12												2		17	70		.	60	6		1	4		3														1	1	60	1		2					0	1		1				2				2														1	1	1	1	2		1	1	98	60	1	4	6031			600000	01	17	200.437307147333
3915337	1	2	1	60	17	1	1			1	1	2	2	2	36		1		300000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						17	36	2		36			3	7		2				1								1		2	2				2						2		3				2				2														1	1	1	1	3		1	1	83	28	1	1	2811			300000	01	17	200.437307147333
3915337	1	3	1	60	17	1	1			1	1	2	2	2	84		1		800000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						17	48		.	48			3	2		2				1								1		2	1	36	1		2					0	2		1				2				2														1	1	1	2	5		1	1	95	28	1	1	2811			800000	01	17	200.437307147333
