Title,Year,Rating,Runtime,Genre,Critic.Score,Box.Office,Awards,International
The Other End of the Line,2008,PG-13,106,"Comedy, Drama, Romance",37,0.0591,FALSE,TRUE
Wendy and Lucy,2008,R,80,Drama,85,0.7,TRUE,FALSE
Morning Light,2008,PG,97,"Documentary, Sport",33,0.1,FALSE,FALSE
Two Lovers,2008,R,110,"Drama, Romance",82,3,TRUE,TRUE
The Great Buck Howard,2008,PG,90,"Comedy, Drama",72,0.6,FALSE,FALSE
Sunshine Cleaning,2008,R,91,"Comedy, Drama",72,12,TRUE,FALSE
American Violet,2008,PG-13,103,Drama,74,0.5,TRUE,FALSE
Sugar,2008,R,114,"Drama, Sport",92,1,TRUE,TRUE
Valentino: The Last Emperor,2008,PG-13,96,Documentary,77,1.6,TRUE,FALSE
Tyson,2008,R,90,"Documentary, Sport",85,0.8,TRUE,TRUE
Management,2008,R,94,"Comedy, Drama, Romance",46,0.8,FALSE,FALSE
Rudo y Cursi,2008,R,103,"Comedy, Drama, Sport",73,1.7,TRUE,TRUE
Soul Power,2008,PG-13,92,"Documentary, Music",85,0.0239,FALSE,FALSE
Every Little Step,2008,PG-13,96,"Documentary, Music",92,1.5,TRUE,FALSE
The Brothers Bloom,2008,PG-13,114,"Adventure, Comedy, Drama",66,3.5,FALSE,FALSE
The Hurt Locker,2008,R,131,"Drama, History, Thriller",98,15.7,TRUE,FALSE
"Food, Inc.",2008,PG,94,Documentary,96,4.2,TRUE,FALSE
Goodbye Solo,2008,R,91,Drama,94,0.8,TRUE,FALSE
It Might Get Loud,2008,PG,98,"Documentary, Music",80,1.2,FALSE,FALSE
The Secrets of Jonathan Sperry,2008,PG,96,Drama,0,1.1,FALSE,FALSE
The Stoning of Soraya M.,2008,R,114,Drama,57,0.5,TRUE,FALSE
The Loss of a Teardrop Diamond,2008,PG-13,102,"Drama, Romance",26,0.0945,FALSE,FALSE
"New York, I Love You",2008,R,103,"Comedy, Drama, Romance",36,1.6,FALSE,FALSE
More Than a Game,2008,PG,105,"Documentary, Sport",71,0.9,TRUE,FALSE
The Burning Plain,2008,R,107,"Crime, Drama, Romance",35,0.0587,TRUE,TRUE
The Yellow Handkerchief,2008,PG-13,102,"Drama, Romance",67,0.2,FALSE,FALSE
The Merry Gentleman,2008,R,110,Drama,63,0.3,FALSE,FALSE
Me and Orson Welles,2008,PG-13,114,Drama,85,1.1,TRUE,TRUE
"Lovely, Still",2008,PG,92,"Drama, Romance",71,0.1,FALSE,FALSE
Youssou Ndour: I Bring What I Love,2008,PG,102,"Documentary, Music, Musical",83,0.0326,TRUE,TRUE
Finding Amanda,2008,R,96,"Comedy, Drama",40,0.0313,FALSE,FALSE
The Wrecking Crew,2008,PG,101,"Documentary, Music",92,0.8,FALSE,FALSE
Street Dreams,2009,R,88,Drama,0,0.0849,TRUE,FALSE
Alien Trespass,2009,PG,90,"Comedy, Horror, Sci-Fi",35,0.0434,FALSE,TRUE
The Unborn,2009,PG-13,88,"Drama, Horror, Mystery",10,42.6,FALSE,FALSE
Bride Wars,2009,PG,89,"Comedy, Romance",10,58.6,TRUE,FALSE
Not Easily Broken,2009,PG-13,99,"Drama, Romance",33,10.6,TRUE,FALSE
Notorious,2009,R,122,"Biography, Drama, Music",51,36.7,FALSE,FALSE
Chandni Chowk to China,2009,PG-13,154,"Action, Adventure, Comedy",44,0.9,FALSE,TRUE
Paul Blart: Mall Cop,2009,PG,91,"Action, Comedy, Crime",33,146.3,TRUE,FALSE
Hotel for Dogs,2009,PG,100,"Comedy, Family",45,73,TRUE,TRUE
My Bloody Valentine,2009,R,101,"Horror, Mystery",57,51.5,FALSE,FALSE
The Slammin' Salmon,2009,R,90,Comedy,35,0.0262,FALSE,FALSE
La mission,2009,R,117,Drama,48,1.1,TRUE,FALSE
Underworld: Rise of the Lycans,2009,R,92,"Action, Adventure, Fantasy",29,45.8,FALSE,TRUE
The Uninvited,2009,PG-13,87,"Drama, Horror, Mystery",32,28.6,FALSE,TRUE
New in Town,2009,PG,97,"Comedy, Romance",29,16.7,FALSE,TRUE
He's Just Not That Into You,2009,PG-13,129,"Comedy, Drama, Romance",40,93.9,TRUE,TRUE
The Pink Panther 2,2009,PG,92,"Adventure, Comedy, Crime",12,35.9,FALSE,FALSE
Push,2009,PG-13,111,"Action, Sci-Fi, Thriller",23,31.7,TRUE,TRUE
Coraline,2009,PG,100,"Animation, Fantasy",90,75.2,TRUE,FALSE
Under the Sea 3D,2009,G,40,"Documentary, Short",94,34.6,FALSE,TRUE
Confessions of a Shopaholic,2009,PG,104,"Comedy, Romance",25,44.2,TRUE,FALSE
The International,2009,R,118,"Action, Crime, Drama",59,25.5,FALSE,TRUE
Fanboys,2009,PG-13,90,"Adventure, Comedy, Drama",32,0.5,FALSE,FALSE
Friday the 13th,2009,R,97,Horror,25,65,TRUE,FALSE
Madea Goes to Jail,2009,PG-13,103,"Comedy, Crime, Drama",29,90.5,TRUE,FALSE
Fired Up!,2009,PG-13,90,Comedy,24,16.8,TRUE,FALSE
Crossing Over,2009,R,113,Drama,16,0.4,FALSE,FALSE
Street Fighter: The Legend of Chun-Li,2009,PG-13,96,"Action, Crime, Fantasy",18,8.6,FALSE,TRUE
Echelon Conspiracy,2009,PG-13,105,"Action, Crime, Mystery",0,0.5,FALSE,FALSE
Jonas Brothers: The 3D Concert Experience,2009,G,76,"Documentary, Music",24,19,TRUE,FALSE
Watchmen,2009,R,162,"Action, Mystery, Sci-Fi",65,107.5,TRUE,FALSE
Brothers at War,2009,R,110,"Documentary, War",68,0.0331,FALSE,FALSE
Miss March,2009,R,90,"Comedy, Romance",5,4.5,FALSE,FALSE
The Last House on the Left,2009,R,110,Horror,41,32.7,TRUE,FALSE
Race to Witch Mountain,2009,PG,98,"Action, Adventure, Family",43,67.1,FALSE,FALSE
That Evening Sun,2009,PG-13,109,Drama,81,0.0838,TRUE,FALSE
"I Love You, Man",2009,R,105,"Comedy, Romance",84,71.3,TRUE,FALSE
Knowing,2009,PG-13,121,"Action, Drama, Mystery",33,79.9,TRUE,TRUE
Duplicity,2009,PG-13,125,"Crime, Romance, Thriller",64,40.6,TRUE,TRUE
The Haunting in Connecticut,2009,PG-13,92,"Drama, Horror, Mystery",17,55.3,TRUE,TRUE
12 Rounds,2009,PG-13,108,"Action, Crime, Thriller",29,12.2,FALSE,FALSE
Monsters vs. Aliens,2009,PG,94,"Animation, Action, Adventure",72,198.3,TRUE,FALSE
The Cross,2009,PG,90,Documentary,18,0.6,FALSE,FALSE
Fast & Furious,2009,PG-13,107,"Action, Crime, Drama",28,155,TRUE,FALSE
Adventureland,2009,R,107,"Comedy, Drama, Romance",88,16,TRUE,FALSE
Dragonball: Evolution,2009,PG,85,"Action, Adventure, Fantasy",14,9.4,FALSE,TRUE
Observe and Report,2009,R,86,"Comedy, Crime, Drama",51,24,TRUE,FALSE
Hannah Montana: The Movie,2009,G,102,"Comedy, Drama, Family",44,79.5,TRUE,FALSE
Crank: High Voltage,2009,R,96,"Action, Crime, Thriller",63,13.6,FALSE,FALSE
17 Again,2009,PG-13,102,"Comedy, Drama, Fantasy",55,64.1,TRUE,FALSE
Sin Nombre,2009,R,96,"Adventure, Crime, Drama",89,2.4,TRUE,TRUE
State of Play,2009,PG-13,127,"Crime, Drama, Mystery",84,37,TRUE,TRUE
Obsessed,2009,PG-13,108,"Drama, Thriller",19,68.3,TRUE,FALSE
Fighting,2009,PG-13,105,"Action, Drama, Sport",39,23,FALSE,FALSE
The Soloist,2009,PG-13,117,"Biography, Drama, Music",56,31.7,TRUE,TRUE
Outrage,2009,R,90,Documentary,78,0.2,TRUE,FALSE
Ghosts of Girlfriends Past,2009,PG-13,100,"Comedy, Fantasy, Romance",27,55.2,TRUE,FALSE
X-Men Origins: Wolverine,2009,PG-13,107,"Action, Adventure, Sci-Fi",38,179.7,TRUE,TRUE
Star Trek,2009,PG-13,127,"Action, Adventure, Sci-Fi",95,257.7,TRUE,TRUE
Next Day Air,2009,R,84,"Action, Comedy, Crime",21,10,FALSE,FALSE
Angels & Demons,2009,PG-13,138,"Mystery, Thriller",37,133.4,TRUE,TRUE
Terminator Salvation,2009,PG-13,115,"Action, Sci-Fi",33,125.3,TRUE,TRUE
Dance Flick,2009,PG-13,83,"Action, Comedy, Music",18,25.6,FALSE,FALSE
Night at the Museum: Battle of the Smithsonian,2009,PG,105,"Action, Adventure, Comedy",44,177.1,TRUE,TRUE
Up,2009,PG,96,"Animation, Adventure, Comedy",98,293,TRUE,FALSE
Drag Me to Hell,2009,PG-13,99,"Horror, Thriller",92,42.1,TRUE,FALSE
My Life in Ruins,2009,PG-13,95,"Comedy, Romance",9,8.5,FALSE,TRUE
The Hangover,2009,R,100,Comedy,79,277.3,TRUE,TRUE
Land of the Lost,2009,PG-13,102,"Adventure, Comedy, Sci-Fi",26,49.4,TRUE,FALSE
Saint John of Las Vegas,2009,R,85,"Comedy, Drama",24,0.0722,FALSE,FALSE
Imagine That,2009,PG,107,"Comedy, Drama, Family",40,16.1,TRUE,TRUE
The Taking of Pelham 1 2 3,2009,R,106,"Action, Crime, Thriller",51,65.5,TRUE,TRUE
Amreeka,2009,PG-13,96,Drama,87,0.4,TRUE,TRUE
Year One,2009,PG-13,97,"Adventure, Comedy",15,43.3,FALSE,FALSE
The Proposal,2009,PG-13,108,"Comedy, Drama, Romance",44,163.9,TRUE,FALSE
Transformers: Revenge of the Fallen,2009,PG-13,150,"Action, Adventure, Sci-Fi",19,402.1,TRUE,FALSE
Away We Go,2009,R,98,"Comedy, Drama, Romance",67,9.4,TRUE,TRUE
Tetro,2009,R,127,Drama,71,0.3,FALSE,TRUE
My Sister's Keeper,2009,PG-13,109,Drama,48,49.1,TRUE,FALSE
Ice Age: Dawn of the Dinosaurs,2009,PG,94,"Animation, Action, Adventure",45,196.6,TRUE,FALSE
Public Enemies,2009,R,140,"Biography, Crime, Drama",68,97,TRUE,TRUE
Whatever Works,2009,PG-13,92,"Comedy, Romance",49,5.2,TRUE,TRUE
Spread,2009,R,97,"Comedy, Drama, Romance",21,0.1,FALSE,FALSE
The Girlfriend Experience,2009,R,77,Drama,66,0.6,FALSE,FALSE
"I Love You, Beth Cooper",2009,PG-13,102,"Comedy, Romance",14,141.2,TRUE,TRUE
Brüno,2009,R,81,Comedy,68,60,TRUE,FALSE
Harry Potter and the Half-Blood Prince,2009,PG,153,"Adventure, Family, Fantasy",84,301.9,TRUE,TRUE
Orphan,2009,R,123,"Mystery, Thriller",55,41.5,TRUE,TRUE
The Ugly Truth,2009,R,96,"Comedy, Romance",13,88.9,TRUE,FALSE
G-Force,2009,PG,88,"Action, Adventure, Comedy",22,119.4,TRUE,FALSE
The Collector,2009,R,90,"Horror, Thriller",30,7.7,FALSE,FALSE
Aliens in the Attic,2009,PG,86,"Adventure, Comedy, Family",31,25,FALSE,TRUE
Funny People,2009,R,146,"Comedy, Drama",68,51.8,FALSE,FALSE
Shrink,2009,R,104,"Comedy, Drama",29,0.0932,FALSE,FALSE
A Perfect Getaway,2009,R,98,"Adventure, Mystery, Thriller",61,15.5,FALSE,FALSE
(500) Days of Summer,2009,PG-13,95,"Comedy, Drama, Romance",86,32.1,TRUE,FALSE
G.I. Joe: The Rise of Cobra,2009,PG-13,118,"Action, Adventure, Sci-Fi",35,150.2,TRUE,TRUE
Julie & Julia,2009,PG-13,123,"Biography, Drama, Romance",75,94.1,TRUE,FALSE
The Cove,2009,PG-13,92,"Documentary, Crime",94,0.6,TRUE,FALSE
The Time Traveler's Wife,2009,PG-13,107,"Drama, Fantasy, Romance",38,63.4,TRUE,FALSE
District 9,2009,R,112,"Action, Sci-Fi, Thriller",90,115.6,TRUE,TRUE
Bandslam,2009,PG,111,"Comedy, Drama, Family",81,5.2,FALSE,FALSE
"The Goods: Live Hard, Sell Hard",2009,R,89,Comedy,27,15,FALSE,FALSE
Inglourious Basterds,2009,R,153,"Adventure, Drama, War",89,120.5,TRUE,TRUE
X Games 3D: The Movie,2009,PG,92,"Documentary, Sport",40,0.8,FALSE,FALSE
Shorts,2009,PG,89,"Comedy, Family, Fantasy",45,20.9,TRUE,TRUE
Post Grad,2009,PG-13,88,"Comedy, Romance",8,6.3,FALSE,FALSE
Taking Woodstock,2009,R,120,"Comedy, Drama, Music",47,7.4,FALSE,FALSE
Halloween II,2009,R,105,Horror,19,33.3,FALSE,FALSE
Play the Game,2009,PG-13,105,"Comedy, Romance",27,0.5,TRUE,FALSE
Adam,2009,PG-13,99,"Drama, Romance",64,2.1,TRUE,FALSE
The Final Destination,2009,R,82,"Horror, Thriller",29,66.4,TRUE,FALSE
Motherhood,2009,PG-13,90,"Comedy, Drama",20,0.0501,TRUE,FALSE
Paper Heart,2009,PG-13,88,"Comedy, Drama, Romance",58,1.1,TRUE,FALSE
Carriers,2009,PG-13,84,"Drama, Horror, Sci-Fi",63,0.0908,FALSE,FALSE
Extract,2009,R,92,"Comedy, Crime, Romance",63,10.6,FALSE,FALSE
All About Steve,2009,PG-13,99,Comedy,7,33.8,TRUE,FALSE
Gamer,2009,R,95,"Action, Sci-Fi, Thriller",28,20.5,TRUE,FALSE
9,2009,PG-13,79,"Animation, Action, Adventure",56,31.7,FALSE,FALSE
Whiteout,2009,R,101,"Action, Crime, Mystery",7,10.2,FALSE,TRUE
I Can Do Bad All by Myself,2009,PG-13,113,"Comedy, Drama",63,51.7,TRUE,FALSE
Sorority Row,2009,R,101,"Horror, Mystery",22,11.9,FALSE,FALSE
Humpday,2009,R,94,Comedy,79,0.3,TRUE,FALSE
Cloudy with a Chance of Meatballs,2009,PG,90,"Animation, Comedy, Family",87,124.9,TRUE,FALSE
Jennifer's Body,2009,R,102,"Comedy, Horror",42,16,TRUE,FALSE
Love Happens,2009,PG-13,109,"Drama, Romance",16,22.9,FALSE,TRUE
The Informant!,2009,R,108,"Comedy, Crime, Drama",79,33.3,TRUE,FALSE
The Limits of Control,2009,R,116,"Crime, Drama, Mystery",44,0.4,FALSE,TRUE
Fame,2009,PG,107,"Comedy, Drama, Musical",25,22.4,FALSE,FALSE
Surrogates,2009,PG-13,89,"Action, Sci-Fi, Thriller",39,38.5,FALSE,FALSE
The September Issue,2009,PG-13,90,Documentary,83,3.7,TRUE,FALSE
I Hope They Serve Beer in Hell,2009,R,105,Comedy,20,1.4,FALSE,FALSE
My One and Only,2009,PG-13,108,"Adventure, Biography, Comedy",68,2.3,TRUE,FALSE
Capitalism: A Love Story,2009,R,127,Documentary,75,14.3,TRUE,FALSE
Zombieland,2009,R,88,"Adventure, Comedy, Horror",90,75.6,TRUE,FALSE
The Invention of Lying,2009,PG-13,100,"Comedy, Fantasy",58,18.4,FALSE,FALSE
Whip It,2009,PG-13,111,"Drama, Sport",84,13,FALSE,FALSE
From Mexico with Love,2009,PG-13,96,"Action, Drama",0,0.5,FALSE,FALSE
Couples Retreat,2009,PG-13,113,Comedy,11,109.2,TRUE,FALSE
Where the Wild Things Are,2009,PG,101,"Adventure, Drama, Family",73,77.2,TRUE,TRUE
The Stepfather,2009,PG-13,101,"Crime, Mystery, Thriller",11,29.1,FALSE,FALSE
Law Abiding Citizen,2009,R,109,"Crime, Drama, Thriller",25,73.3,TRUE,FALSE
Saw VI,2009,R,90,"Horror, Mystery",36,27.7,FALSE,TRUE
Good Hair,2009,PG-13,96,"Documentary, Comedy",95,4.1,TRUE,FALSE
Cirque du Freak: The Vampire's Assistant,2009,PG-13,109,"Action, Adventure, Fantasy",38,13.8,TRUE,FALSE
Amelia,2009,PG,111,"Adventure, Biography, Drama",20,14.2,TRUE,TRUE
Astro Boy,2009,PG,94,"Animation, Action, Family",49,19.5,FALSE,TRUE
This Is It,2009,PG,111,"Documentary, Music",81,71.8,TRUE,FALSE
A Christmas Carol,2009,PG,96,"Animation, Drama, Family",54,137.8,TRUE,FALSE
The Men Who Stare at Goats,2009,R,94,"Comedy, War",52,32.4,TRUE,TRUE
A Serious Man,2009,R,106,"Comedy, Drama",89,9.2,TRUE,TRUE
The Box,2009,PG-13,115,"Drama, Mystery, Sci-Fi",45,114.9,FALSE,FALSE
The Fourth Kind,2009,PG-13,98,"Mystery, Sci-Fi, Thriller",19,25.5,FALSE,TRUE
Today's Special,2009,R,99,Comedy,81,0.3,FALSE,FALSE
2012,2009,PG-13,158,"Action, Adventure, Sci-Fi",39,166.1,TRUE,FALSE
Planet 51,2009,PG,91,"Animation, Adventure, Comedy",21,42.2,TRUE,TRUE
The Blind Side,2009,PG-13,129,"Biography, Drama, Sport",66,255.5,TRUE,FALSE
Precious,2009,R,110,Drama,91,47.5,TRUE,FALSE
The Twilight Saga: New Moon,2009,PG-13,130,"Adventure, Drama, Fantasy",28,296.6,TRUE,FALSE
Ninja Assassin,2009,R,99,"Action, Crime, Thriller",26,38.1,FALSE,TRUE
Old Dogs,2009,PG,88,"Comedy, Family",5,49.5,FALSE,FALSE
Fantastic Mr. Fox,2009,PG,87,"Animation, Adventure, Comedy",92,20.9,TRUE,FALSE
Everybody's Fine,2009,PG-13,99,"Adventure, Drama",46,8.9,TRUE,FALSE
Armored,2009,PG-13,88,"Action, Crime, Thriller",40,16,FALSE,FALSE
The Messenger,2009,R,113,"Drama, Romance, War",90,1,TRUE,FALSE
Brothers,2009,R,105,"Drama, Thriller, War",63,28.5,TRUE,FALSE
Bad Lieutenant: Port of Call New Orleans,2009,R,122,"Crime, Drama",87,1.6,TRUE,FALSE
Invictus,2009,PG-13,134,"Biography, Drama, History",76,37.4,TRUE,FALSE
The Boondock Saints II: All Saints Day,2009,R,118,"Action, Comedy, Crime",23,10.2,FALSE,FALSE
The Princess and the Frog,2009,G,97,"Animation, Family, Fantasy",85,104.4,TRUE,FALSE
Avatar,2009,PG-13,162,"Action, Adventure, Fantasy",83,760.5,TRUE,TRUE
Did You Hear About the Morgans?,2009,PG-13,103,"Comedy, Drama, Romance",12,29.6,FALSE,FALSE
The Road,2009,R,111,"Adventure, Drama",75,8,TRUE,FALSE
Up in the Air,2009,R,109,"Drama, Romance",91,83.8,TRUE,FALSE
Alvin and the Chipmunks: The Squeakquel,2009,PG,88,"Animation, Comedy, Family",21,219.3,TRUE,FALSE
Sherlock Holmes,2009,PG-13,128,"Action, Adventure, Crime",70,208.7,TRUE,TRUE
Nine,2009,PG-13,118,"Drama, Musical, Romance",37,19.6,TRUE,TRUE
It's Complicated,2009,R,120,"Comedy, Romance",57,112.7,TRUE,TRUE
The Young Victoria,2009,PG,105,"Biography, Drama, History",76,10.9,TRUE,TRUE
Youth in Revolt,2009,R,90,"Comedy, Drama, Romance",66,15.2,TRUE,FALSE
Daybreakers,2009,R,98,"Action, Fantasy, Horror",67,30,TRUE,TRUE
Black Dynamite,2009,R,84,"Action, Comedy",85,0.1,TRUE,FALSE
The Lovely Bones,2009,PG-13,135,"Drama, Fantasy",31,44,TRUE,TRUE
To Save a Life,2009,PG-13,120,Drama,33,3.7,FALSE,FALSE
A Single Man,2009,R,99,Drama,85,9.1,TRUE,FALSE
Crazy Heart,2009,R,112,"Drama, Music, Romance",91,38.3,TRUE,FALSE
An Education,2009,PG-13,100,Drama,94,12.5,TRUE,TRUE
The Good Guy,2009,R,90,"Comedy, Romance",35,0.0347,FALSE,FALSE
Ondine,2009,PG-13,111,"Drama, Romance",70,0.5,TRUE,TRUE
Brooklyn's Finest,2009,R,132,"Crime, Drama, Thriller",43,26.7,TRUE,FALSE
Chloe,2009,R,96,"Drama, Mystery, Thriller",51,1.8,TRUE,TRUE
Life During Wartime,2009,R,98,"Comedy, Drama",69,0.3,TRUE,FALSE
The Perfect Game,2009,PG,118,"Comedy, Drama, Family",57,1,FALSE,TRUE
Oceans,2009,G,84,"Documentary, Drama",81,19,TRUE,TRUE
The Joneses,2009,R,96,"Comedy, Drama",62,1,FALSE,FALSE
City Island,2009,PG-13,104,"Comedy, Drama",81,6.7,TRUE,FALSE
Cold Souls,2009,PG-13,101,"Comedy, Drama",74,0.7,TRUE,TRUE
Princess Kaiulani,2009,PG,97,Drama,18,0.9,TRUE,TRUE
Splice,2009,R,104,"Horror, Sci-Fi",74,17,TRUE,TRUE
The City of Your Final Destination,2009,PG-13,117,Drama,38,0.5,TRUE,FALSE
Solitary Man,2009,R,90,"Comedy, Drama, Romance",81,4.4,TRUE,FALSE
Mother and Child,2009,R,125,"Drama, Romance",79,1.1,TRUE,TRUE
The Maiden Heist,2009,PG-13,90,"Comedy, Crime",0,0.5,FALSE,FALSE
Middle Men,2009,R,105,"Comedy, Crime, Drama",40,0.7,FALSE,FALSE
Get Low,2009,PG-13,103,"Drama, Mystery",84,9.2,TRUE,TRUE
Leaves of Grass,2009,R,105,"Comedy, Crime, Drama",59,0.068,FALSE,FALSE
World's Greatest Dad,2009,R,99,"Comedy, Drama",89,0.2,FALSE,FALSE
Like Dandelion Dust,2009,PG-13,100,Drama,80,0.4,TRUE,FALSE
Case 39,2009,R,109,"Horror, Mystery, Thriller",22,13.2,FALSE,TRUE
Waking Sleeping Beauty,2009,PG,86,Documentary,71,0.0331,TRUE,FALSE
The Other Woman,2009,R,102,Drama,39,0.0206,FALSE,FALSE
Chain Letter,2009,R,96,"Horror, Thriller",23,0.1,FALSE,FALSE
Oy Vey! My Son Is Gay!!,2009,PG-13,90,Comedy,0,0.0872,TRUE,FALSE
I Love You Phillip Morris,2009,R,98,"Biography, Comedy, Crime",72,2,TRUE,TRUE
Down for Life,2009,R,92,Drama,0,0.0396,FALSE,FALSE
(Untitled),2009,R,96,"Comedy, Drama, Music",65,0.2,TRUE,FALSE
The Mighty Macs,2009,G,99,"Drama, Sport",46,1.9,FALSE,FALSE
Tanner Hall,2009,R,96,Drama,12,0.005,FALSE,FALSE
Leonie,2010,PG-13,102,"Biography, Drama",42,0.0537,FALSE,TRUE
I'm Not Jesus Mommy,2010,R,89,"Drama, Sci-Fi, Thriller",0,0.0053,FALSE,FALSE
Passion Play,2010,R,94,"Drama, Fantasy, Romance",3,0.0021,FALSE,FALSE
Immigration Tango,2010,R,92,Comedy,7,0.0238,TRUE,FALSE
Smash His Camera,2010,PG-13,87,Documentary,80,0.0024,TRUE,FALSE
Dumbstruck,2010,PG,85,Documentary,71,0.015,TRUE,FALSE
Crazy on the Outside,2010,PG-13,96,"Comedy, Crime",8,0.0644,FALSE,FALSE
Leap Year,2010,PG,100,"Comedy, Romance",21,25.9,FALSE,TRUE
The Book of Eli,2010,R,118,"Action, Adventure, Drama",48,94.3,TRUE,FALSE
The Spy Next Door,2010,PG,94,"Action, Comedy, Family",12,24.3,FALSE,FALSE
Legion,2010,R,100,"Action, Fantasy, Horror",19,40.2,FALSE,FALSE
Extraordinary Measures,2010,PG,106,Drama,28,11.9,FALSE,FALSE
Tooth Fairy,2010,PG,101,"Comedy, Family, Fantasy",18,58.6,TRUE,TRUE
The Tillman Story,2010,R,94,"Documentary, Biography, Mystery",93,0.8,TRUE,FALSE
The Dry Land,2010,R,92,Drama,61,0.0074,TRUE,FALSE
8: The Mormon Proposition,2010,R,80,Documentary,63,0.0999,TRUE,FALSE
Edge of Darkness,2010,R,117,"Crime, Drama, Mystery",56,43.3,FALSE,TRUE
Preacher's Kid,2010,PG-13,110,Drama,50,0.4,TRUE,FALSE
When in Rome,2010,PG-13,91,"Comedy, Romance",17,32.6,FALSE,FALSE
From Paris with Love,2010,R,92,"Action, Thriller",37,24,FALSE,TRUE
Dear John,2010,PG-13,108,"Drama, Romance, War",29,79.6,TRUE,FALSE
Valentine's Day,2010,PG-13,125,"Comedy, Romance",18,110,TRUE,FALSE
Percy Jackson & the Olympians: The Lightning Thief,2010,PG,118,"Adventure, Family, Fantasy",49,86.7,FALSE,TRUE
The Wolfman,2010,R,103,"Drama, Horror, Thriller",34,61.9,TRUE,FALSE
Blood Done Sign My Name,2010,PG-13,128,Drama,50,0.0827,TRUE,FALSE
Shutter Island,2010,R,138,"Mystery, Thriller",68,125,TRUE,FALSE
Cop Out,2010,R,107,"Action, Comedy, Crime",19,44,FALSE,FALSE
The Crazies,2010,R,101,"Horror, Mystery, Thriller",71,38.2,FALSE,TRUE
"Lebanon, Pa.",2010,PG-13,100,Drama,50,0.0447,TRUE,FALSE
Alice in Wonderland,2010,PG,108,"Adventure, Family, Fantasy",51,319.3,TRUE,FALSE
Remember Me,2010,PG-13,113,"Drama, Romance",27,18.2,TRUE,FALSE
Our Family Wedding,2010,PG-13,103,"Comedy, Romance",13,18.6,FALSE,FALSE
She's Out of My League,2010,R,104,"Comedy, Romance",58,28.7,FALSE,FALSE
Green Zone,2010,R,115,"Action, Drama, Thriller",53,33.1,FALSE,TRUE
Elektra Luxx,2010,R,100,"Comedy, Drama",28,0.0108,FALSE,FALSE
The Bounty Hunter,2010,PG-13,110,"Action, Comedy, Romance",13,56,TRUE,FALSE
The Runaways,2010,R,106,"Biography, Drama, History",68,2,FALSE,FALSE
Diary of a Wimpy Kid,2010,PG,94,"Comedy, Family",53,64,TRUE,FALSE
Repo Men,2010,R,111,"Action, Crime, Sci-Fi",22,13.2,FALSE,TRUE
Frozen,2010,R,93,"Drama, Thriller",62,0.1,TRUE,FALSE
Hot Tub Time Machine,2010,R,101,"Comedy, Sci-Fi",63,48.9,TRUE,FALSE
How to Train Your Dragon,2010,PG,98,"Animation, Adventure, Family",98,217.4,TRUE,FALSE
Greenberg,2010,R,107,"Comedy, Drama, Romance",75,2.3,TRUE,FALSE
The Last Song,2010,PG,107,"Drama, Romance",20,42.4,TRUE,FALSE
Meet Monica Velour,2010,R,98,"Comedy, Drama, Romance",48,0.0316,FALSE,FALSE
Clash of the Titans,2010,PG-13,106,"Action, Adventure, Fantasy",28,163.2,TRUE,FALSE
Why Did I Get Married Too?,2010,PG-13,121,"Comedy, Drama, Romance",26,48.5,TRUE,FALSE
Date Night,2010,PG-13,88,"Comedy, Crime, Romance",67,98.7,TRUE,FALSE
Letters to God,2010,PG,110,"Drama, Family",25,1.1,FALSE,FALSE
The Extraordinary Adventures of Adèle Blanc-Sec,2010,PG,107,"Action, Adventure, Fantasy",83,0.1,TRUE,TRUE
Kick-Ass,2010,R,117,"Action, Comedy",76,20,TRUE,TRUE
Death at a Funeral,2010,R,92,Comedy,41,16,FALSE,FALSE
Redemption Road,2010,PG-13,95,Drama,57,0.0258,FALSE,FALSE
The Back-up Plan,2010,PG-13,106,"Comedy, Romance",18,37.5,FALSE,FALSE
The Losers,2010,PG-13,97,"Action, Crime, Drama",49,23,TRUE,FALSE
Every Day,2010,R,93,"Comedy, Drama, Romance",33,0.0099,FALSE,FALSE
A Nightmare on Elm Street,2010,R,95,"Horror, Mystery, Thriller",15,62,TRUE,FALSE
Furry Vengeance,2010,PG,92,"Comedy, Family",8,16,FALSE,TRUE
Iron Man 2,2010,PG-13,124,"Action, Adventure, Sci-Fi",72,312.1,TRUE,FALSE
Robin Hood,2010,PG-13,140,"Action, Adventure, Drama",43,105.2,TRUE,TRUE
Letters to Juliet,2010,PG,105,"Comedy, Drama, Romance",40,53,FALSE,FALSE
Just Wright,2010,PG,100,"Comedy, Romance, Sport",45,21.5,TRUE,FALSE
Shrek Forever After,2010,PG,93,"Animation, Adventure, Comedy",58,238.3,TRUE,FALSE
MacGruber,2010,R,90,"Action, Comedy, Romance",47,8,FALSE,FALSE
The Romantics,2010,PG-13,95,"Comedy, Drama, Romance",15,0.1,FALSE,FALSE
Sex and the City 2,2010,R,146,"Comedy, Drama, Romance",15,95.3,TRUE,FALSE
Prince of Persia: The Sands of Time,2010,PG-13,116,"Action, Adventure, Fantasy",36,90.8,FALSE,FALSE
Marmaduke,2010,PG,87,"Comedy, Family",9,33.6,FALSE,FALSE
Killers,2010,PG-13,100,"Action, Comedy, Romance",11,47,TRUE,FALSE
Get Him to the Greek,2010,R,109,"Comedy, Music",73,60.9,FALSE,FALSE
